forecast_date,target,target_end_date,location,type,quantile,value
2020-07-05,1 wk ahead cum death,2020-07-11,US,point,,135250.87585812598
2020-07-05,1 wk ahead cum death,2020-07-11,53,point,,1424.22345246337
2020-07-05,1 wk ahead cum death,2020-07-11,17,point,,7168.08583574009
2020-07-05,1 wk ahead cum death,2020-07-11,06,point,,6989.06339563558
2020-07-05,1 wk ahead cum death,2020-07-11,04,point,,2148.21796287408
2020-07-05,1 wk ahead cum death,2020-07-11,25,point,,8320.693675786999
2020-07-05,1 wk ahead cum death,2020-07-11,55,point,,828.571385403512
2020-07-05,1 wk ahead cum death,2020-07-11,48,point,,3054.70231549964
2020-07-05,1 wk ahead cum death,2020-07-11,31,point,,300.473345283984
2020-07-05,1 wk ahead cum death,2020-07-11,49,point,,200.912312054738
2020-07-05,1 wk ahead cum death,2020-07-11,41,point,,233.27752641263803
2020-07-05,1 wk ahead cum death,2020-07-11,12,point,,4334.33443683281
2020-07-05,1 wk ahead cum death,2020-07-11,36,point,,32372.381075369303
2020-07-05,1 wk ahead cum death,2020-07-11,44,point,,983.4411981413631
2020-07-05,1 wk ahead cum death,2020-07-11,13,point,,3118.22321184185
2020-07-05,1 wk ahead cum death,2020-07-11,33,point,,392.63101058458295
2020-07-05,1 wk ahead cum death,2020-07-11,37,point,,1547.9311356017301
2020-07-05,1 wk ahead cum death,2020-07-11,34,point,,15813.4788889878
2020-07-05,1 wk ahead cum death,2020-07-11,08,point,,1743.2843832286599
2020-07-05,1 wk ahead cum death,2020-07-11,24,point,,3310.52908282774
2020-07-05,1 wk ahead cum death,2020-07-11,32,point,,574.077162577691
2020-07-05,1 wk ahead cum death,2020-07-11,47,point,,726.4591479030549
2020-07-05,1 wk ahead cum death,2020-07-11,15,point,,20.625050983994104
2020-07-05,1 wk ahead cum death,2020-07-11,18,point,,2766.48185702828
2020-07-05,1 wk ahead cum death,2020-07-11,21,point,,616.940019485328
2020-07-05,1 wk ahead cum death,2020-07-11,27,point,,1561.23066815397
2020-07-05,1 wk ahead cum death,2020-07-11,40,point,,424.935628083617
2020-07-05,1 wk ahead cum death,2020-07-11,42,point,,6949.24094558082
2020-07-05,1 wk ahead cum death,2020-07-11,45,point,,957.913019293855
2020-07-05,1 wk ahead cum death,2020-07-11,11,point,,567.145276521078
2020-07-05,1 wk ahead cum death,2020-07-11,20,point,,306.006936505504
2020-07-05,1 wk ahead cum death,2020-07-11,29,point,,1126.04070880756
2020-07-05,1 wk ahead cum death,2020-07-11,50,point,,56.3398842101919
2020-07-05,1 wk ahead cum death,2020-07-11,51,point,,1935.5680595016602
2020-07-05,1 wk ahead cum death,2020-07-11,09,point,,4369.34906549244
2020-07-05,1 wk ahead cum death,2020-07-11,19,point,,750.789270400712
2020-07-05,1 wk ahead cum death,2020-07-11,22,point,,3388.73716438682
2020-07-05,1 wk ahead cum death,2020-07-11,39,point,,3067.83387025357
2020-07-05,1 wk ahead cum death,2020-07-11,26,point,,6306.355058752739
2020-07-05,1 wk ahead cum death,2020-07-11,46,point,,103.77067493874901
2020-07-05,1 wk ahead cum death,2020-07-11,05,point,,326.56227551892005
2020-07-05,1 wk ahead cum death,2020-07-11,10,point,,560.467547239329
2020-07-05,1 wk ahead cum death,2020-07-11,28,point,,1198.35067231324
2020-07-05,1 wk ahead cum death,2020-07-11,35,point,,553.433114169892
2020-07-05,1 wk ahead cum death,2020-07-11,38,point,,82.0814992104832
2020-07-05,1 wk ahead cum death,2020-07-11,56,point,,20.9011797854877
2020-07-05,1 wk ahead cum death,2020-07-11,02,point,,20.1541200682898
2020-07-05,1 wk ahead cum death,2020-07-11,23,point,,109.71174711797899
2020-07-05,1 wk ahead cum death,2020-07-11,01,point,,1124.80350094441
2020-07-05,1 wk ahead cum death,2020-07-11,16,point,,99.74407672553009
2020-07-05,1 wk ahead cum death,2020-07-11,30,point,,26.343213186795897
2020-07-05,1 wk ahead cum death,2020-07-11,72,point,,157.911132422052
2020-07-05,1 wk ahead cum death,2020-07-11,78,point,,6.000626927580139
2020-07-05,1 wk ahead cum death,2020-07-11,66,point,,5.00049950619617
2020-07-05,1 wk ahead cum death,2020-07-11,54,point,,97.1154997805283
2020-07-05,1 wk ahead cum death,2020-07-11,69,point,,2.00005377714174
2020-07-05,1 wk ahead cum death,2020-07-11,60,point,,0.0
2020-07-05,2 wk ahead cum death,2020-07-18,US,point,,142742.1203408118
2020-07-05,2 wk ahead cum death,2020-07-18,53,point,,1509.0897303267002
2020-07-05,2 wk ahead cum death,2020-07-18,17,point,,7348.83376862797
2020-07-05,2 wk ahead cum death,2020-07-18,06,point,,7859.685851270071
2020-07-05,2 wk ahead cum death,2020-07-18,04,point,,2510.55391406204
2020-07-05,2 wk ahead cum death,2020-07-18,25,point,,8480.514538474321
2020-07-05,2 wk ahead cum death,2020-07-18,55,point,,874.369589565132
2020-07-05,2 wk ahead cum death,2020-07-18,48,point,,3709.6686746548103
2020-07-05,2 wk ahead cum death,2020-07-18,31,point,,317.015073389898
2020-07-05,2 wk ahead cum death,2020-07-18,49,point,,221.514610943215
2020-07-05,2 wk ahead cum death,2020-07-18,41,point,,256.954533963233
2020-07-05,2 wk ahead cum death,2020-07-18,12,point,,5512.61701758677
2020-07-05,2 wk ahead cum death,2020-07-18,36,point,,32612.7036950498
2020-07-05,2 wk ahead cum death,2020-07-18,44,point,,1002.7346778435199
2020-07-05,2 wk ahead cum death,2020-07-18,13,point,,3549.26558260618
2020-07-05,2 wk ahead cum death,2020-07-18,33,point,,403.89521902887003
2020-07-05,2 wk ahead cum death,2020-07-18,37,point,,1687.8668372795098
2020-07-05,2 wk ahead cum death,2020-07-18,34,point,,16515.692955677
2020-07-05,2 wk ahead cum death,2020-07-18,08,point,,1792.7043542443698
2020-07-05,2 wk ahead cum death,2020-07-18,24,point,,3397.16682086334
2020-07-05,2 wk ahead cum death,2020-07-18,32,point,,653.086162503952
2020-07-05,2 wk ahead cum death,2020-07-18,47,point,,868.809229451926
2020-07-05,2 wk ahead cum death,2020-07-18,15,point,,22.6667949234157
2020-07-05,2 wk ahead cum death,2020-07-18,18,point,,2852.9470635661
2020-07-05,2 wk ahead cum death,2020-07-18,21,point,,647.5539085164779
2020-07-05,2 wk ahead cum death,2020-07-18,27,point,,1625.60106594858
2020-07-05,2 wk ahead cum death,2020-07-18,40,point,,456.151444249163
2020-07-05,2 wk ahead cum death,2020-07-18,42,point,,7196.287019149971
2020-07-05,2 wk ahead cum death,2020-07-18,45,point,,1149.97731504954
2020-07-05,2 wk ahead cum death,2020-07-18,11,point,,576.395042025938
2020-07-05,2 wk ahead cum death,2020-07-18,20,point,,339.93126063823104
2020-07-05,2 wk ahead cum death,2020-07-18,29,point,,1227.18505397468
2020-07-05,2 wk ahead cum death,2020-07-18,50,point,,56.6662347301114
2020-07-05,2 wk ahead cum death,2020-07-18,51,point,,2013.79691159876
2020-07-05,2 wk ahead cum death,2020-07-18,09,point,,4399.15919919981
2020-07-05,2 wk ahead cum death,2020-07-18,19,point,,787.977911839747
2020-07-05,2 wk ahead cum death,2020-07-18,22,point,,3575.0030369525703
2020-07-05,2 wk ahead cum death,2020-07-18,39,point,,3296.4262614328804
2020-07-05,2 wk ahead cum death,2020-07-18,26,point,,6422.32485230141
2020-07-05,2 wk ahead cum death,2020-07-18,46,point,,110.555923588233
2020-07-05,2 wk ahead cum death,2020-07-18,05,point,,369.429389296998
2020-07-05,2 wk ahead cum death,2020-07-18,10,point,,625.324848063393
2020-07-05,2 wk ahead cum death,2020-07-18,28,point,,1356.04412565267
2020-07-05,2 wk ahead cum death,2020-07-18,35,point,,603.335464665385
2020-07-05,2 wk ahead cum death,2020-07-18,38,point,,85.04847289745291
2020-07-05,2 wk ahead cum death,2020-07-18,56,point,,21.822210953091997
2020-07-05,2 wk ahead cum death,2020-07-18,02,point,,27.6711015286345
2020-07-05,2 wk ahead cum death,2020-07-18,23,point,,112.720626847276
2020-07-05,2 wk ahead cum death,2020-07-18,01,point,,1280.46960024371
2020-07-05,2 wk ahead cum death,2020-07-18,16,point,,112.021816593083
2020-07-05,2 wk ahead cum death,2020-07-18,30,point,,31.8973749803439
2020-07-05,2 wk ahead cum death,2020-07-18,72,point,,160.67292470408398
2020-07-05,2 wk ahead cum death,2020-07-18,78,point,,6.002931673989
2020-07-05,2 wk ahead cum death,2020-07-18,66,point,,5.0010338276683095
2020-07-05,2 wk ahead cum death,2020-07-18,54,point,,101.30895113941601
2020-07-05,2 wk ahead cum death,2020-07-18,69,point,,2.00033064638778
2020-07-05,2 wk ahead cum death,2020-07-18,60,point,,0.0
2020-07-05,3 wk ahead cum death,2020-07-25,US,point,,151865.0985070556
2020-07-05,3 wk ahead cum death,2020-07-25,53,point,,1612.88732261595
2020-07-05,3 wk ahead cum death,2020-07-25,17,point,,7554.30647996265
2020-07-05,3 wk ahead cum death,2020-07-25,06,point,,8761.37438504282
2020-07-05,3 wk ahead cum death,2020-07-25,04,point,,2866.92951560206
2020-07-05,3 wk ahead cum death,2020-07-25,25,point,,8651.0049513538
2020-07-05,3 wk ahead cum death,2020-07-25,55,point,,935.861805258638
2020-07-05,3 wk ahead cum death,2020-07-25,48,point,,4537.12749163354
2020-07-05,3 wk ahead cum death,2020-07-25,31,point,,334.297249777136
2020-07-05,3 wk ahead cum death,2020-07-25,49,point,,241.713168398738
2020-07-05,3 wk ahead cum death,2020-07-25,41,point,,285.163354334418
2020-07-05,3 wk ahead cum death,2020-07-25,12,point,,7158.850725382209
2020-07-05,3 wk ahead cum death,2020-07-25,36,point,,32897.1334749303
2020-07-05,3 wk ahead cum death,2020-07-25,44,point,,1021.10967691164
2020-07-05,3 wk ahead cum death,2020-07-25,13,point,,4198.05557834223
2020-07-05,3 wk ahead cum death,2020-07-25,33,point,,413.619284652193
2020-07-05,3 wk ahead cum death,2020-07-25,37,point,,1837.41618914817
2020-07-05,3 wk ahead cum death,2020-07-25,34,point,,17299.3134785745
2020-07-05,3 wk ahead cum death,2020-07-25,08,point,,1848.0416174082602
2020-07-05,3 wk ahead cum death,2020-07-25,24,point,,3499.8949615826
2020-07-05,3 wk ahead cum death,2020-07-25,32,point,,762.5581034260629
2020-07-05,3 wk ahead cum death,2020-07-25,47,point,,1072.8857514731
2020-07-05,3 wk ahead cum death,2020-07-25,15,point,,25.4756611796192
2020-07-05,3 wk ahead cum death,2020-07-25,18,point,,2955.3304884676695
2020-07-05,3 wk ahead cum death,2020-07-25,21,point,,678.993081362903
2020-07-05,3 wk ahead cum death,2020-07-25,27,point,,1685.49220824469
2020-07-05,3 wk ahead cum death,2020-07-25,40,point,,493.595257492602
2020-07-05,3 wk ahead cum death,2020-07-25,42,point,,7491.958213296421
2020-07-05,3 wk ahead cum death,2020-07-25,45,point,,1386.4163641241
2020-07-05,3 wk ahead cum death,2020-07-25,11,point,,584.175468098186
2020-07-05,3 wk ahead cum death,2020-07-25,20,point,,388.440532348766
2020-07-05,3 wk ahead cum death,2020-07-25,29,point,,1347.1364304434
2020-07-05,3 wk ahead cum death,2020-07-25,50,point,,56.987719509316904
2020-07-05,3 wk ahead cum death,2020-07-25,51,point,,2075.3183305446105
2020-07-05,3 wk ahead cum death,2020-07-25,09,point,,4425.84129898302
2020-07-05,3 wk ahead cum death,2020-07-25,19,point,,832.990801204568
2020-07-05,3 wk ahead cum death,2020-07-25,22,point,,3822.12237101823
2020-07-05,3 wk ahead cum death,2020-07-25,39,point,,3597.9111541137104
2020-07-05,3 wk ahead cum death,2020-07-25,26,point,,6573.7398836528
2020-07-05,3 wk ahead cum death,2020-07-25,46,point,,118.081652260439
2020-07-05,3 wk ahead cum death,2020-07-25,05,point,,412.044462731716
2020-07-05,3 wk ahead cum death,2020-07-25,10,point,,703.001278441371
2020-07-05,3 wk ahead cum death,2020-07-25,28,point,,1557.7850743084803
2020-07-05,3 wk ahead cum death,2020-07-25,35,point,,665.098351764498
2020-07-05,3 wk ahead cum death,2020-07-25,38,point,,89.1669725919568
2020-07-05,3 wk ahead cum death,2020-07-25,56,point,,22.7606215041538
2020-07-05,3 wk ahead cum death,2020-07-25,02,point,,41.0064466637326
2020-07-05,3 wk ahead cum death,2020-07-25,23,point,,115.984867433405
2020-07-05,3 wk ahead cum death,2020-07-25,01,point,,1473.87656920706
2020-07-05,3 wk ahead cum death,2020-07-25,16,point,,129.665647492545
2020-07-05,3 wk ahead cum death,2020-07-25,30,point,,41.3155842211587
2020-07-05,3 wk ahead cum death,2020-07-25,72,point,,163.250270151996
2020-07-05,3 wk ahead cum death,2020-07-25,78,point,,6.01315408188545
2020-07-05,3 wk ahead cum death,2020-07-25,66,point,,5.00161887779619
2020-07-05,3 wk ahead cum death,2020-07-25,54,point,,107.57443863087099
2020-07-05,3 wk ahead cum death,2020-07-25,69,point,,2.00166679690884
2020-07-05,3 wk ahead cum death,2020-07-25,60,point,,0.0
2020-07-05,4 wk ahead cum death,2020-08-01,US,point,,162295.68731538506
2020-07-05,4 wk ahead cum death,2020-08-01,53,point,,1736.6906996975301
2020-07-05,4 wk ahead cum death,2020-08-01,17,point,,7787.878651317671
2020-07-05,4 wk ahead cum death,2020-08-01,06,point,,9504.50849864412
2020-07-05,4 wk ahead cum death,2020-08-01,04,point,,3180.63306165729
2020-07-05,4 wk ahead cum death,2020-08-01,25,point,,8832.30407869188
2020-07-05,4 wk ahead cum death,2020-08-01,55,point,,1014.7396167162
2020-07-05,4 wk ahead cum death,2020-08-01,48,point,,5493.32864964905
2020-07-05,4 wk ahead cum death,2020-08-01,31,point,,351.934970947737
2020-07-05,4 wk ahead cum death,2020-08-01,49,point,,260.528046781306
2020-07-05,4 wk ahead cum death,2020-08-01,41,point,,317.912556157896
2020-07-05,4 wk ahead cum death,2020-08-01,12,point,,9154.463906904859
2020-07-05,4 wk ahead cum death,2020-08-01,36,point,,33225.4328951175
2020-07-05,4 wk ahead cum death,2020-08-01,44,point,,1035.50893028166
2020-07-05,4 wk ahead cum death,2020-08-01,13,point,,5125.95143286306
2020-07-05,4 wk ahead cum death,2020-08-01,33,point,,421.759844155221
2020-07-05,4 wk ahead cum death,2020-08-01,37,point,,1993.47722996871
2020-07-05,4 wk ahead cum death,2020-08-01,34,point,,18160.899651576998
2020-07-05,4 wk ahead cum death,2020-08-01,08,point,,1910.1941941708399
2020-07-05,4 wk ahead cum death,2020-08-01,24,point,,3618.1176087320296
2020-07-05,4 wk ahead cum death,2020-08-01,32,point,,913.7773881531099
2020-07-05,4 wk ahead cum death,2020-08-01,47,point,,1332.01210949085
2020-07-05,4 wk ahead cum death,2020-08-01,15,point,,29.2300820705873
2020-07-05,4 wk ahead cum death,2020-08-01,18,point,,3075.71668552169
2020-07-05,4 wk ahead cum death,2020-08-01,21,point,,710.3032020649
2020-07-05,4 wk ahead cum death,2020-08-01,27,point,,1738.79410576254
2020-07-05,4 wk ahead cum death,2020-08-01,40,point,,536.449382077931
2020-07-05,4 wk ahead cum death,2020-08-01,42,point,,7838.77495001021
2020-07-05,4 wk ahead cum death,2020-08-01,45,point,,1654.3120842421697
2020-07-05,4 wk ahead cum death,2020-08-01,11,point,,590.638550520559
2020-07-05,4 wk ahead cum death,2020-08-01,20,point,,456.191442864068
2020-07-05,4 wk ahead cum death,2020-08-01,29,point,,1480.3718802041599
2020-07-05,4 wk ahead cum death,2020-08-01,50,point,,57.30627065519629
2020-07-05,4 wk ahead cum death,2020-08-01,51,point,,2118.26785185581
2020-07-05,4 wk ahead cum death,2020-08-01,09,point,,4447.99218552243
2020-07-05,4 wk ahead cum death,2020-08-01,19,point,,887.3374503241389
2020-07-05,4 wk ahead cum death,2020-08-01,22,point,,4103.67658974728
2020-07-05,4 wk ahead cum death,2020-08-01,39,point,,3995.20393057008
2020-07-05,4 wk ahead cum death,2020-08-01,26,point,,6768.261047632739
2020-07-05,4 wk ahead cum death,2020-08-01,46,point,,126.728073905595
2020-07-05,4 wk ahead cum death,2020-08-01,05,point,,451.885750168828
2020-07-05,4 wk ahead cum death,2020-08-01,10,point,,790.0183684403149
2020-07-05,4 wk ahead cum death,2020-08-01,28,point,,1823.8385217939701
2020-07-05,4 wk ahead cum death,2020-08-01,35,point,,739.20948485821
2020-07-05,4 wk ahead cum death,2020-08-01,38,point,,94.7106277372523
2020-07-05,4 wk ahead cum death,2020-08-01,56,point,,23.708193165918196
2020-07-05,4 wk ahead cum death,2020-08-01,02,point,,63.7919413078339
2020-07-05,4 wk ahead cum death,2020-08-01,23,point,,119.541310774381
2020-07-05,4 wk ahead cum death,2020-08-01,01,point,,1697.70144995139
2020-07-05,4 wk ahead cum death,2020-08-01,16,point,,152.349869406838
2020-07-05,4 wk ahead cum death,2020-08-01,30,point,,55.946783878693104
