forecast_date,target,target_end_date,location,type,quantile,value
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.01,152.960821477706
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.01,2050.96082147771
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.025,152.969679294642
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.025,2050.96967929464
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.05,152.987504849564
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.05,2050.98750484956
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.1,153.009484200099
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.1,2051.0094842001
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.15,153.054620389489
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.15,2051.05462038949
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.2,153.085436801061
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.2,2051.08543680106
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.25,153.102489209622
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.25,2051.10248920962
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.3,153.131777556197
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.3,2051.1317775562
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.35,153.260536664723
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.35,2051.26053666472
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.4,154.976302305452
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.4,2052.97630230545
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.45,157.56075995489
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.45,2055.56075995489
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.5,158.848916668884
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.5,2056.84891666888
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.55,166.241241537083
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.55,2064.24124153708
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.6,175.566526673669
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.6,2073.56652667367
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.65,178.224174766117
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.65,2076.22417476612
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.7,180.516515734752
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.7,2078.51651573475
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.75,182.404798443433
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.75,2080.40479844343
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.8,190.067780205108
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.8,2088.06778020511
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.85,193.362568960443
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.85,2091.36256896044
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.9,196.882291129762
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.9,2094.88229112976
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.95,197.380620174696
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.95,2095.3806201747
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.975,197.737141848567
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.975,2095.73714184857
2020-08-17,1 wk ahead inc death,2020-08-22,01,quantile,0.99,197.855534884279
2020-08-17,1 wk ahead cum death,2020-08-22,01,quantile,0.99,2095.85553488428
2020-08-17,1 wk ahead cum death,2020-08-22,01,point,,2067.16853206417
2020-08-17,1 wk ahead inc death,2020-08-22,01,point,,169.168532064168
2020-08-17,2 wk ahead inc death,2020-08-29,01,quantile,0.01,154.018021123305
2020-08-17,2 wk ahead cum death,2020-08-29,01,quantile,0.01,2221.18655318747
2020-08-17,2 wk ahead inc death,2020-08-29,01,quantile,0.025,154.030637647842
2020-08-17,2 wk ahead cum death,2020-08-29,01,quantile,0.025,2221.19916971201
